"19886",,"static_requests","13","0.00%","12","0.00%","14276556","0.00%","55104846","716363000","229277000","GET","---","/nistpubs/Legacy/SP/nbsspecialpublication260-61.pdf"
"9510",,"static_requests","21","0.00%","13","0.00%","41035027","0.00%","4806952","100946000","68469000","GET","---","/nistpubs/Legacy/hb/nbshandbook58.pdf"
"22265",,"static_requests","6","0.00%","6","0.00%","7596732","0.00%","1242333","7454000","6247000","GET","---","/nistpubs/Legacy/LC/nbslettercircular422.pdf"
"1849",,"static_requests","197","0.00%","140","0.00%","545540900","0.00%","703583","138606000","26483000","GET","---","/nistpubs/ir/2017/nist.ir.8062.pdf"
"18891",,"static_requests","9","0.00%","9","0.00%","13228695","0.00%","158222","1424000","304000","GET","---","/nistpubs/ScientificPapers/nbsscientificpaper485vol19p357_A2b.pdf"
"22108",,"static_requests","7","0.00%","7","0.00%","7057624","0.00%","86285","604000","148000","GET","---","/nistpubs/Legacy/IR/nistir6037.pdf"
"33070",,"static_requests","1","0.00%","1","0.00%","11939871","0.00%","3093000","3093000","3093000","GET","---","/nistpubs/Legacy/SP/nistspecialpublication1000-5v2.pdf"
"23635",,"static_requests","5","0.00%","5","0.00%","6215767","0.00%","119400","597000","230000","GET","---","/nistpubs/Legacy/IR/nistir4519.pdf"
"6768",,"static_requests","41","0.00%","36","0.00%","144303945","0.00%","3873097","158797000","116132000","GET","---","/nistpubs/Legacy/MONO/nbsmonograph1.pdf"
"2345",,"static_requests","124","0.00%","104","0.00%","255765083","0.00%","356959","44263000","13233000","GET","---","/nistpubs/Legacy/SP/nistspecialpublication260-142.pdf"
"15564",,"static_requests","10","0.00%","9","0.00%","5078496","0.00%","1589500","15895000","7191000","GET","---","/nistpubs/Legacy/LC/nbslettercircular1075.pdf"
"31593",,"static_requests","2","0.00%","2","0.00%","39069070","0.00%","1364500","2729000","1504000","GET","---","/nistpubs/jres/44/jresv44n1p109_a1b.pdf"
"24683",,"static_requests","5","0.00%","4","0.00%","5079742","0.00%","285400","1427000","506000","GET","---","/nistpubs/Legacy/IR/nbsir79-1762.pdf"
"8896",,"static_requests","23","0.00%","23","0.00%","18597873","0.00%","201478","4634000","1678000","GET","---","/nistpubs/ir/2021/NIST.IR.8360-draft.pdf"
"17630",,"static_requests","10","0.00%","9","0.00%","21003003","0.00%","280300","2803000","422000","GET","---","/nistpubs/Legacy/circ/nbscircular586.pdf"
"12094",,"static_requests","18","0.00%","15","0.00%","145658592","0.00%","2567666","46218000","14259000","GET","---","/nistpubs/jres/71A/jresv71An2p97_A1b.pdf"
"3602",,"static_requests","115","0.00%","109","0.00%","58522348","0.00%","5272460","606333000","111903000","GET","---","/nistpubs/jres/4/jresv4n2p195_A2b.pdf"
"16221",,"static_requests","19","0.00%","17","0.00%","125315502","0.00%","81276631","1544256000","740961000","GET","---","/nistpubs/jres/14/jresv14n5p553_A1b.pdf"
"4596",,"static_requests","68","0.00%","64","0.00%","334197645","0.00%","800411","54428000","8480000","GET","---","/nistpubs/ams/NIST.AMS.100-22.pdf"
"11363",,"static_requests","16","0.00%","14","0.00%","59378098","0.00%","652687","10443000","1937000","GET","---","/nistpubs/Legacy/RPT/nbsreport10394.pdf"
"11293",,"static_requests","16","0.00%","12","0.00%","83952768","0.00%","465437","7447000","2051000","GET","---","/nistpubs/jres/71C/jresv71Cn4p293_A1b.pdf"
"12735",,"static_requests","27","0.00%","22","0.00%","333905884","0.00%","21614037","583579000","224522000","GET","---","/nistpubs/jres/14/jresv14n3p227_A1b.pdf"
"14814",,"static_requests","11","0.00%","11","0.00%","7897255","0.00%","3300272","36303000","20949000","GET","---","/nistpubs/Legacy/SP/nistspecialpublication881-14.pdf"
"12060",,"static_requests","18","0.00%","15","0.00%","28453945","0.00%","255888","4606000","723000","GET","---","/nistpubs/Legacy/IR/nistir90-4289.pdf"
"18714",,"static_requests","8","0.00%","7","0.00%","32098379","0.00%","490750","3926000","1899000","GET","---","/nistpubs/jres/19/jresv19n2p177_A1b.pdf"
"13041",,"static_requests","16","0.00%","15","0.00%","214570941","0.00%","1449250","23188000","8937000","GET","---","/nistpubs/jres/75A/jresv75An3p175_A1b.pdf"
"32264",,"static_requests","1","0.00%","1","0.00%","15985176","0.00%","935000","935000","935000","GET","---","/nistpubs/jres/14/jresv14n6p667_a1b.pdf"
"20039",,"static_requests","8","0.00%","8","0.00%","3408104","0.00%","53750","430000","180000","GET","---","/nistpubs/jres/070/2/V70.N02.A08.pdf"
"8651",,"static_requests","29","0.00%","27","0.00%","30910919","0.00%","406620","11792000","3716000","GET","---","/nistpubs/nbstechnologic/nbstechnologicpaperT39.pdf"
"22233",,"static_requests","7","0.00%","7","0.00%","7954713","0.00%","350714","2455000","1607000","GET","---","/nistpubs/Legacy/LC/nbslettercircular688.pdf"
"6378",,"static_requests","36","0.00%","26","0.00%","60875835","0.00%","237000","8532000","1105000","GET","---","/nistpubs/bulletin/11/nbsbulletinv11n1p41_A2b.pdf"
"16452",,"static_requests","18","0.00%","18","0.00%","27787544","0.00%","18145722","326623000","112453000","GET","---","/nistpubs/Legacy/hb/nbshandbook38.pdf"
"20518",,"static_requests","7","0.00%","5","0.00%","9379163","0.00%","298000","2086000","603000","GET","---","/nistpubs/Legacy/IR/nistir4621.pdf"
"26994",,"static_requests","4","0.00%","4","0.00%","3651676","0.00%","255750","1023000","411000","GET","---","/nistpubs/Legacy/IR/nbsir85-3185.pdf"
"30654",,"static_requests","2","0.00%","2","0.00%","42094054","0.00%","1080500","2161000","1147000","GET","---","/nistpubs/legacy/sp/nistspecialpublication500-216.pdf"
"19390",,"static_requests","8","0.00%","7","0.00%","4060014","0.00%","23091750","184734000","167717000","GET","---","/nistpubs/Legacy/irpl/irpl-r2.pdf"
"10033",,"static_requests","24","0.00%","19","0.00%","8090870","0.00%","106791","2563000","981000","GET","---","/nistpubs/jres/087/jresv87n6p485_A1b.pdf"
"30296",,"static_requests","3","0.00%","3","0.00%","1768765","0.00%","140488000","421464000","259690000","GET","---","/nistpubs/Legacy/RPT/nbsreport5608.pdf"
